amount,Pengeluaran,year,month,day,category_0,category_1,category_2,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_0,type_1,type_2,Cluster
520.0,520000.0,2023,11,29,False,True,False,False,False,False,True,True,False,False,0
140.0,140000.0,2023,11,29,False,True,False,False,False,False,True,True,False,False,3
552.0,552000.0,2023,11,29,False,True,False,False,False,False,True,True,False,False,0
35.0,35000.0,2023,11,29,True,False,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,11,29,False,False,True,False,False,False,True,False,True,False,1
20.0,20000.0,2023,11,29,True,False,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,11,28,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,11,28,False,True,False,False,False,False,True,True,False,False,2
35.0,35000.0,2023,11,27,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,11,26,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,11,26,False,True,False,False,False,False,True,True,False,False,1
4.0,4000.0,2023,11,26,True,False,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,11,25,False,False,True,True,False,False,False,True,False,False,2
19.2,19200.0,2023,11,25,False,False,True,False,False,False,True,True,False,False,2
800.0,800000.0,2023,11,25,True,False,False,False,False,False,True,True,False,False,0
35.0,35000.0,2023,11,24,False,True,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,11,23,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,11,23,False,False,True,False,True,False,False,True,False,False,1
50.0,50000.0,2023,11,23,True,False,False,False,False,False,True,True,False,False,1
0.0,0.0,2023,11,22,False,False,True,False,False,False,True,False,False,True,2
35.0,35000.0,2023,11,22,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,11,22,False,False,True,True,False,False,False,True,False,False,2
46.0,46000.0,2023,11,21,True,False,False,False,False,False,True,True,False,False,1
30.0,30000.0,2023,11,21,False,True,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,11,21,False,False,True,True,False,False,False,True,False,False,2
200.0,200000.0,2023,11,21,True,False,False,False,False,False,True,True,False,False,3
35.0,35000.0,2023,11,21,False,False,True,False,True,False,False,True,False,False,1
259.0,259000.0,2023,11,21,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,11,20,False,False,True,True,False,False,False,True,False,False,2
50.0,50000.0,2023,11,20,True,False,False,True,False,False,False,True,False,False,1
35.0,35000.0,2023,11,20,False,False,True,False,True,False,False,True,False,False,1
20.0,20000.0,2023,11,19,False,False,True,True,False,False,False,False,True,False,2
430.0,430000.0,2023,11,18,False,False,True,False,False,False,True,True,False,False,0
20.0,20000.0,2023,11,18,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,11,18,False,False,True,True,False,False,False,True,False,False,2
0.0,0.0,2023,11,17,False,False,True,False,False,False,True,False,False,True,2
153.0,153000.0,2023,11,17,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,11,17,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,11,17,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,16,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,11,16,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,11,16,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,11,16,False,False,True,False,True,False,False,True,False,False,1
0.0,0.0,2023,11,16,False,False,True,False,False,False,True,False,False,True,2
35.0,35000.0,2023,11,15,False,False,True,False,False,False,True,True,False,False,1
13.2,13200.0,2023,11,14,False,False,True,False,False,False,True,False,True,False,2
20.0,20000.0,2023,11,14,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,11,14,False,False,True,True,False,False,False,True,False,False,2
100.0,100000.0,2023,11,13,True,False,False,False,False,False,True,True,False,False,3
35.0,35000.0,2023,11,13,False,False,True,False,False,False,True,True,False,False,1
70.0,70000.0,2023,11,12,False,True,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,11,12,True,False,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,11,12,True,False,False,False,False,False,True,True,False,False,1
105.0,105000.0,2023,11,11,False,True,False,False,False,False,True,True,False,False,3
140.0,140000.0,2023,11,11,False,True,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,11,11,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,11,11,False,False,True,True,False,False,False,True,False,False,2
150.0,150000.0,2023,11,10,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,11,10,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,11,10,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,10,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,9,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,9,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,11,9,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,11,8,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,8,False,False,True,False,True,False,False,True,False,False,1
220.0,220000.0,2023,11,8,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,11,8,False,True,False,False,False,False,True,True,False,False,2
0.0,0.0,2023,11,8,False,False,True,False,False,False,True,False,False,True,2
35.0,35000.0,2023,11,7,False,False,True,False,True,False,False,True,False,False,1
774.0,774000.0,2023,11,7,True,False,False,False,False,False,True,True,False,False,0
35.0,35000.0,2023,11,7,False,False,True,False,True,False,False,True,False,False,1
44.0,44000.0,2023,11,7,False,False,True,False,False,False,True,True,False,False,1
35.0,35000.0,2023,11,6,False,False,True,False,True,False,False,True,False,False,1
25.0,25000.0,2023,11,5,True,False,False,False,False,False,True,True,False,False,1
30.0,30000.0,2023,11,5,False,False,True,False,False,False,True,True,False,False,1
140.0,140000.0,2023,11,4,False,True,False,False,False,False,True,True,False,False,3
385.0,385000.0,2023,11,4,True,False,False,False,False,False,True,True,False,False,0
650.0,650000.0,2023,11,4,False,True,False,False,False,False,True,True,False,False,0
35.0,35000.0,2023,11,3,True,False,False,False,False,False,True,False,True,False,1
104.0,104000.0,2023,11,3,True,False,False,False,False,False,True,True,False,False,3
35.0,35000.0,2023,11,3,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,2,True,False,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,11,2,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,11,1,True,False,False,False,False,False,True,True,False,False,1
520.0,520000.0,2023,11,1,False,True,False,False,False,False,True,True,False,False,0
0.0,0.0,2023,11,1,False,False,True,False,False,False,True,False,False,True,2
35.0,35000.0,2023,11,1,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,11,1,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,11,1,False,False,True,True,False,False,False,True,False,False,2
4.0,4000.0,2023,11,1,True,False,False,False,False,False,True,True,False,False,2
35.0,35000.0,2023,10,31,True,False,False,False,False,False,True,False,True,False,1
10.0,10000.0,2023,10,31,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,10,31,False,False,True,False,True,False,False,True,False,False,1
20.0,20000.0,2023,10,30,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,10,30,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,10,28,False,True,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,10,27,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,10,27,False,False,True,True,False,False,False,True,False,False,2
0.0,0.0,2023,10,27,False,False,True,False,False,False,True,False,False,True,2
35.0,35000.0,2023,10,26,False,False,True,False,True,False,False,True,False,False,1
10.0,10000.0,2023,10,26,False,False,True,True,False,False,False,True,False,False,2
200.0,200000.0,2023,10,26,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,10,26,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,10,25,False,False,True,False,True,False,False,True,False,False,1
44.0,44000.0,2023,10,25,False,False,True,True,False,False,False,True,False,False,1
60.0,60000.0,2023,10,25,True,False,False,False,False,False,True,True,False,False,1
470.82,470820.0,2023,10,25,True,False,False,False,False,False,True,True,False,False,0
600.0,600000.0,2023,10,25,True,False,False,False,False,False,True,False,True,False,0
356.0,356000.0,2023,10,24,False,True,False,False,False,False,True,True,False,False,0
200.0,200000.0,2023,10,24,True,False,False,False,False,False,True,False,True,False,3
140.0,140000.0,2023,10,24,False,True,False,False,False,False,True,True,False,False,3
440.0,440000.0,2023,10,24,False,False,True,False,False,False,True,True,False,False,0
40.0,40000.0,2023,10,24,True,False,False,False,False,False,True,True,False,False,1
74.0,74000.0,2023,10,23,False,False,True,False,False,False,True,True,False,False,1
10.0,10000.0,2023,10,23,True,False,False,False,False,False,True,True,False,False,2
160.0,160000.0,2023,10,22,False,True,False,False,False,False,True,True,False,False,3
60.0,60000.0,2023,10,22,True,False,False,False,False,False,True,False,True,False,1
259.0,259000.0,2023,10,22,True,False,False,False,False,False,True,True,False,False,3
30.0,30000.0,2023,10,22,False,False,True,True,False,False,False,True,False,False,1
20.0,20000.0,2023,10,22,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,10,22,False,True,False,False,False,False,True,True,False,False,1
50.0,50000.0,2023,10,22,True,False,False,True,False,False,False,True,False,False,1
30.0,30000.0,2023,10,21,False,True,False,True,False,False,False,True,False,False,1
20.0,20000.0,2023,10,21,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,10,20,False,False,True,True,False,False,False,True,False,False,1
10.0,10000.0,2023,10,20,False,False,True,False,True,False,False,True,False,False,2
35.0,35000.0,2023,10,20,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,10,20,False,False,True,False,True,False,False,True,False,False,1
30.0,30000.0,2023,10,20,False,False,True,True,False,False,False,True,False,False,1
45.0,45000.0,2023,10,19,False,False,True,False,True,False,False,True,False,False,1
35.0,35000.0,2023,10,19,False,False,True,False,True,False,False,True,False,False,1
0.0,0.0,2023,10,18,False,False,True,False,False,False,True,False,False,True,2
30.0,30000.0,2023,10,18,False,True,False,True,False,False,False,True,False,False,1
0.0,0.0,2023,10,18,False,False,True,False,False,False,True,False,False,True,2
10.0,10000.0,2023,10,18,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,10,18,False,False,True,False,True,False,False,True,False,False,1
20.0,20000.0,2023,10,18,False,False,True,False,False,False,True,False,True,False,2
0.0,0.0,2023,10,18,False,False,True,False,False,False,True,False,False,True,2
111.0,111000.0,2023,10,17,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,10,17,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,10,17,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,10,17,False,False,True,False,False,False,True,True,False,False,1
35.0,35000.0,2023,10,17,True,False,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,10,17,True,False,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,10,16,True,False,False,False,False,False,True,False,True,False,1
35.0,35000.0,2023,10,15,False,False,True,False,False,False,True,True,False,False,1
8.0,8000.0,2023,10,15,False,False,True,True,False,False,False,False,True,False,2
20.0,20000.0,2023,10,6,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,10,6,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,10,5,False,False,True,True,False,False,False,True,False,False,2
90.0,90000.0,2023,10,5,True,False,False,True,False,False,False,False,True,False,1
20.0,20000.0,2023,10,3,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,10,3,False,False,True,True,False,False,False,True,False,False,2
500.0,500000.0,2023,9,30,True,False,False,False,False,False,True,True,False,False,0
55.0,55000.0,2023,9,30,False,True,False,False,False,False,True,True,False,False,1
30.0,30000.0,2023,9,29,False,False,True,True,False,False,False,True,False,False,1
500.0,500000.0,2023,9,28,True,False,False,False,False,False,True,True,False,False,0
70.0,70000.0,2023,9,28,False,True,False,False,False,False,True,True,False,False,1
4.0,4000.0,2023,9,28,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,9,28,True,False,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,9,28,True,False,False,True,False,False,False,True,False,False,2
20.0,20000.0,2023,9,27,False,False,True,True,False,False,False,True,False,False,2
40.0,40000.0,2023,9,27,True,False,False,False,False,False,True,True,False,False,1
3.0,3000.0,2023,9,25,True,False,False,False,False,False,True,False,True,False,2
25.0,25000.0,2023,9,25,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,9,25,False,True,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,9,25,False,False,True,False,False,False,True,True,False,False,2
10.0,10000.0,2023,9,25,False,False,True,True,False,False,False,True,False,False,2
259.0,259000.0,2023,9,23,True,False,False,False,False,False,True,True,False,False,3
20.0,20000.0,2023,9,23,False,False,True,False,False,False,True,True,False,False,2
40.0,40000.0,2023,9,23,False,False,True,True,False,False,False,True,False,False,1
20.0,20000.0,2023,9,23,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,9,23,False,False,True,True,False,False,False,True,False,False,2
50.0,50000.0,2023,9,23,True,False,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,9,22,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,9,21,False,False,True,False,False,False,True,False,True,False,1
20.0,20000.0,2023,9,20,False,False,True,True,False,False,False,True,False,False,2
5.0,5000.0,2023,9,19,True,False,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,9,19,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,9,19,False,False,True,True,False,False,False,True,False,False,2
25.0,25000.0,2023,9,18,True,False,False,True,False,False,False,True,False,False,1
30.0,30000.0,2023,9,16,False,True,False,False,False,False,True,True,False,False,1
100.0,100000.0,2023,9,15,False,True,False,True,False,False,False,True,False,False,3
45.0,45000.0,2023,9,15,False,False,True,True,False,False,False,True,False,False,1
0.0,0.0,2023,9,15,False,False,True,False,False,False,True,False,False,True,2
30.0,30000.0,2023,9,15,False,True,False,False,False,False,True,False,True,False,1
10.0,10000.0,2023,9,15,False,False,True,False,False,False,True,True,False,False,2
60.0,60000.0,2023,9,15,False,True,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,9,14,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,9,14,False,False,True,False,False,False,True,True,False,False,1
30.0,30000.0,2023,9,14,False,True,False,False,False,False,True,True,False,False,1
56.0,56000.0,2023,9,14,True,False,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,9,14,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,9,13,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,9,11,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,9,11,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,9,11,False,False,True,True,False,False,False,True,False,False,2
140.0,140000.0,2023,9,10,False,True,False,False,False,False,True,True,False,False,3
20.0,20000.0,2023,9,9,False,False,True,True,False,False,False,True,False,False,2
64.0,64000.0,2023,9,8,False,False,True,False,False,False,True,True,False,False,1
0.0,0.0,2023,9,8,False,False,True,False,False,False,True,False,False,True,2
20.0,20000.0,2023,9,8,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,9,8,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,9,7,False,True,False,True,False,False,False,True,False,False,1
10.0,10000.0,2023,9,6,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,9,6,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,9,6,False,False,True,False,False,False,True,False,True,False,1
10.0,10000.0,2023,8,23,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,22,False,False,True,True,False,False,False,True,False,False,2
430.0,430000.0,2023,8,21,False,False,True,True,False,False,False,True,False,False,0
20.0,20000.0,2023,8,21,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,8,21,False,False,True,True,False,False,False,True,False,False,1
20.0,20000.0,2023,8,21,False,False,True,True,False,False,False,True,False,False,2
50.0,50000.0,2023,8,21,True,False,False,True,False,False,False,False,True,False,1
10.0,10000.0,2023,8,18,True,False,False,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,18,False,False,True,True,False,False,False,True,False,False,2
600.0,600000.0,2023,8,18,True,False,False,True,False,False,False,False,True,False,0
10.0,10000.0,2023,8,18,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,17,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,17,True,False,False,False,False,False,True,True,False,False,2
50.0,50000.0,2023,8,16,True,False,False,False,False,False,True,True,False,False,1
40.0,40000.0,2023,8,16,False,True,False,False,False,False,True,True,False,False,1
50.0,50000.0,2023,8,16,True,False,False,False,False,False,True,False,True,False,1
60.0,60000.0,2023,8,16,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,8,16,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,16,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,16,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,8,15,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,8,14,False,False,True,True,False,False,False,True,False,False,2
15.0,15000.0,2023,8,14,False,True,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,8,14,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,8,12,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,11,False,False,True,True,False,False,False,True,False,False,2
200.0,200000.0,2023,8,10,False,False,True,True,False,False,False,False,True,False,3
20.0,20000.0,2023,8,10,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,9,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,8,8,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,8,8,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,8,7,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,8,5,False,False,True,False,False,False,True,True,False,False,2
40.0,40000.0,2023,8,5,False,False,True,True,False,False,False,True,False,False,1
20.0,20000.0,2023,8,4,False,True,False,False,False,False,True,True,False,False,2
10.0,10000.0,2023,8,4,False,False,True,True,False,False,False,True,False,False,2
470.0,470000.0,2023,8,2,True,False,False,False,False,False,True,True,False,False,0
10.0,10000.0,2023,7,31,False,False,True,False,False,False,True,True,False,False,2
20.0,20000.0,2023,7,31,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,7,31,False,False,True,True,False,False,False,True,False,False,2
120.0,120000.0,2023,7,29,False,True,False,False,False,False,True,True,False,False,3
30.0,30000.0,2023,7,28,False,False,True,True,False,False,False,True,False,False,1
10.0,10000.0,2023,7,28,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,7,28,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,7,27,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,7,24,False,False,True,True,False,False,False,True,False,False,2
100.0,100000.0,2023,7,24,False,False,True,True,False,False,False,False,True,False,3
20.0,20000.0,2023,7,23,True,False,False,True,False,False,False,True,False,False,2
5.0,5000.0,2023,7,22,True,False,False,False,False,False,True,True,False,False,2
259.0,259000.0,2023,7,21,True,False,False,False,False,False,True,True,False,False,3
10.0,10000.0,2023,7,19,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,7,19,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,7,18,False,False,True,False,False,False,True,False,True,False,1
48.0,48000.0,2023,7,18,True,False,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,7,14,False,False,True,True,False,False,False,True,False,False,2
80.0,80000.0,2023,7,14,False,True,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,7,13,False,False,True,False,False,False,True,True,False,False,2
95.0,95000.0,2023,7,13,False,False,True,False,True,False,False,True,False,False,3
10.0,10000.0,2023,7,13,True,False,False,False,False,False,True,True,False,False,2
10.0,10000.0,2023,7,12,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,7,12,False,True,False,True,False,False,False,True,False,False,2
50.0,50000.0,2023,7,12,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,7,12,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,7,10,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,7,5,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,7,5,False,False,True,True,False,False,False,True,False,False,2
210.0,210000.0,2023,7,4,False,False,True,True,False,False,False,False,True,False,3
10.0,10000.0,2023,7,4,True,False,False,False,False,False,True,True,False,False,2
84.0,84000.0,2023,7,4,False,False,True,False,False,False,True,False,True,False,1
60.0,60000.0,2023,6,13,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,6,12,False,True,False,False,False,False,True,True,False,False,2
35.0,35000.0,2023,6,11,True,False,False,False,False,False,True,True,False,False,1
180.0,180000.0,2023,6,10,True,False,False,False,False,False,True,True,False,False,3
0.0,0.0,2023,6,10,False,False,True,False,False,False,True,False,False,True,2
35.0,35000.0,2023,6,10,True,False,False,False,False,False,True,False,True,False,1
10.0,10000.0,2023,6,10,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,6,9,False,False,True,True,False,False,False,True,False,False,2
3.0,3000.0,2023,6,9,False,False,True,True,False,False,False,False,True,False,2
20.0,20000.0,2023,6,9,False,False,True,True,False,False,False,True,False,False,2
50.0,50000.0,2023,6,9,False,False,True,True,False,False,False,True,False,False,1
10.0,10000.0,2023,6,8,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,6,7,False,True,False,False,False,False,True,True,False,False,2
800.0,800000.0,2023,6,7,True,False,False,False,False,False,True,True,False,False,0
20.0,20000.0,2023,6,7,False,False,True,True,False,False,False,True,False,False,2
360.0,360000.0,2023,6,7,True,False,False,False,False,False,True,True,False,False,0
0.0,0.0,2023,6,6,False,False,True,False,False,False,True,False,False,True,2
60.0,60000.0,2023,6,6,False,False,True,True,False,False,False,True,False,False,1
100.0,100000.0,2023,6,6,False,False,True,True,False,False,False,True,False,False,3
20.0,20000.0,2023,6,6,False,False,True,False,False,False,True,True,False,False,2
20.0,20000.0,2023,6,5,False,False,True,False,False,False,True,True,False,False,2
10.0,10000.0,2023,6,5,False,True,False,False,False,False,True,True,False,False,2
25.0,25000.0,2023,6,5,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,6,5,False,False,True,False,False,False,True,True,False,False,2
40.0,40000.0,2023,6,4,False,False,True,False,False,False,True,True,False,False,1
20.0,20000.0,2023,6,3,False,True,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,6,3,False,True,False,False,False,False,True,True,False,False,2
30.0,30000.0,2023,6,2,False,False,True,True,False,False,False,True,False,False,1
10.0,10000.0,2023,6,1,False,False,True,True,False,False,False,True,False,False,2
53.27,53270.0,2023,6,1,True,False,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,5,31,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,31,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,30,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,30,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,29,False,True,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,5,29,False,False,True,False,False,False,True,True,False,False,2
7.0,7000.0,2023,5,28,False,False,True,True,False,False,False,False,True,False,2
153.0,153000.0,2023,5,28,False,False,True,True,False,False,False,False,True,False,3
35.0,35000.0,2023,5,28,True,False,False,False,False,False,True,True,False,False,1
30.0,30000.0,2023,5,27,False,True,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,5,26,False,False,True,False,False,False,True,True,False,False,1
10.0,10000.0,2023,5,25,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,25,False,False,True,True,False,False,False,True,False,False,2
25.0,25000.0,2023,5,24,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,5,24,False,False,True,True,False,False,False,True,False,False,2
50.0,50000.0,2023,5,23,False,False,True,True,False,False,False,True,False,False,1
10.0,10000.0,2023,5,23,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,23,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,23,False,False,True,True,False,False,False,True,False,False,2
259.0,259000.0,2023,5,21,True,False,False,False,False,False,True,True,False,False,3
150.0,150000.0,2023,5,20,False,False,True,False,False,False,True,False,True,False,3
100.0,100000.0,2023,5,20,False,True,False,False,False,False,True,True,False,False,3
30.0,30000.0,2023,5,20,False,True,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,5,20,False,False,True,False,False,False,True,False,True,False,1
10.0,10000.0,2023,5,20,False,False,True,True,False,False,False,True,False,False,2
430.0,430000.0,2023,5,19,False,False,True,True,False,False,False,True,False,False,0
0.0,0.0,2023,5,19,False,False,True,False,False,False,True,False,False,True,2
75.0,75000.0,2023,5,18,False,True,False,False,False,False,True,True,False,False,1
35.0,35000.0,2023,5,18,False,False,True,False,True,False,False,True,False,False,1
30.0,30000.0,2023,5,18,False,True,False,True,False,False,False,True,False,False,1
10.0,10000.0,2023,5,18,False,False,True,True,False,False,False,True,False,False,2
0.0,0.0,2023,5,18,False,False,True,False,False,False,True,False,False,True,2
30.0,30000.0,2023,5,17,False,False,True,True,False,False,False,True,False,False,1
20.0,20000.0,2023,5,16,False,False,True,True,False,False,False,True,False,False,2
30.0,30000.0,2023,5,16,False,True,False,True,False,False,False,True,False,False,1
30.0,30000.0,2023,5,14,False,False,True,True,False,False,False,False,True,False,1
631.0,631000.0,2023,5,14,False,False,True,False,False,False,True,True,False,False,0
35.0,35000.0,2023,5,13,False,False,True,False,False,False,True,False,True,False,1
40.0,40000.0,2023,5,13,False,True,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,5,13,False,True,False,False,False,False,True,True,False,False,2
20.0,20000.0,2023,5,13,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,12,False,False,True,False,False,False,True,True,False,False,2
20.0,20000.0,2023,5,11,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,10,False,False,True,True,False,False,False,True,False,False,2
15.0,15000.0,2023,5,10,False,True,False,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,9,False,False,True,True,False,False,False,True,False,False,2
40.0,40000.0,2023,5,9,False,False,True,True,False,False,False,False,True,False,1
10.0,10000.0,2023,5,9,False,False,True,True,False,False,False,True,False,False,2
10.0,10000.0,2023,5,8,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,8,False,False,True,True,False,False,False,True,False,False,2
8.0,8000.0,2023,5,7,True,False,False,False,False,False,True,True,False,False,2
30.0,30000.0,2023,5,7,False,True,False,False,False,False,True,True,False,False,1
10.0,10000.0,2023,5,6,False,False,True,True,False,False,False,True,False,False,2
20.0,20000.0,2023,5,6,False,False,True,True,False,False,False,True,False,False,2
50.43,50430.0,2023,5,5,True,False,False,False,False,False,True,False,True,False,1
40.0,40000.0,2023,5,5,False,True,False,True,False,False,False,False,True,False,1
70.0,70000.0,2023,5,5,False,True,False,False,False,False,True,True,False,False,1
20.0,20000.0,2023,5,4,False,False,True,True,False,False,False,True,False,False,2
35.0,35000.0,2023,5,3,False,False,True,False,True,False,False,True,False,False,1
